"";"rt";"subject";"condition";"condition_code";"measure";"measure_code";"val";"type";"type_specific";"category";"cs_selected";"target";"nr_pres";"response"
"53367";567;"r88wjnjll7";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS3";"36";25;0
"53371";440;"r88wjnjll7";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS9";"8";26;1
"53375";620;"r88wjnjll7";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"3";"3/GS1";"1";27;1
"53379";477;"r88wjnjll7";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS2";"15";28;0
"53383";596;"r88wjnjll7";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS8";"22";29;1
"53387";616;"r88wjnjll7";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS3";"4";30;0
"53391";1245;"r88wjnjll7";"many_one";"0";"direct_first";"1";"neg";"GS";"abstract";"4";"4/lin";"6";31;0
"53395";763;"r88wjnjll7";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS1";"40";32;0
"53399";327;"r88wjnjll7";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS1";"16";33;1
"53403";1087;"r88wjnjll7";"many_one";"0";"direct_first";"1";"neg";"GS";"abstract";"1";"1/ma";"37";34;0
"53407";390;"r88wjnjll7";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS2";"47";35;0
"53411";272;"r88wjnjll7";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"3";"3/CS2";"10";36;1
"53415";450;"r88wjnjll7";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS1";"44";37;0
"53419";427;"r88wjnjll7";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS2";"26";38;1
"53423";199;"r88wjnjll7";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"3";"3/CS7";"29";39;1
"53427";130;"r88wjnjll7";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS3";"12";40;1
"53431";82;"r88wjnjll7";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS9";"7";41;0
"53435";85;"r88wjnjll7";"many_one";"0";"direct_first";"1";"pos";"GS";"abstract";"3";"3/wang";"33";42;1
"53439";183;"r88wjnjll7";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"3";"3/GS3";"31";43;1
"53443";451;"r88wjnjll7";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS1";"3";44;0
"53447";564;"r88wjnjll7";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS6";"18";45;0
"53451";574;"r88wjnjll7";"many_one";"0";"direct_first";"1";"pos";"GS";"abstract";"2";"2/men";"30";46;0
"53455";332;"r88wjnjll7";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"3";"3/GS2";"19";47;1
"53589";3580,4749999661;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"1";"1/CS1";"43";0;1
"53593";1418,40999992564;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS3";"27";1;0
"53597";1454,36000009067;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS10";"48";2;1
"53601";2363,93500003032;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS1";"29";3;1
"53605";2536,01999999955;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"3";"3/CS7";"46";4;1
"53609";842,724999994971;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS8";"12";5;0
"53613";1525,7500000298;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS5";"18";6;1
"53617";2365,67999992985;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"3";"3/CS8";"15";7;1
"53621";1174,75000000559;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS6";"2";8;0
"53625";1080,69500001147;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS3";"24";9;1
"53629";1384,21000004746;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"3";"3/CS6";"37";10;1
"53633";852,205000002868;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS4";"8";11;0
"53637";1452,57500000298;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"3";"3/CS3";"45";12;1
"53641";1742,28500004392;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS5";"47";13;0
"53645";2716,25000005588;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS5";"34";14;1
"53649";1490,46999996062;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS8";"30";15;0
"53654";1238,42499998864;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"3";"3/GS3";"42";16;0
"53658";973,729999968782;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS1";"1";17;1
"53662";1460,28999995906;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"neg";"GS";"abstract";"4";"4/lin";"23";18;0
"53666";2166,92499991041;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS1";"19";19;1
"53670";1880,45000005513;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS3";"9";20;0
"53674";1063,64000006579;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"3";"3/GS1";"25";21;1
"53678";1475,82499997225;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS3";"21";22;0
"53682";984,255000017583;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS1";"11";23;1
"53686";1177,78000002727;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS2";"20";24;0
"53690";1517,14000001084;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS2";"26";25;0
"53694";2428,10000001919;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS3";"14";26;0
"53698";1126,85500003863;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"pos";"GS";"abstract";"3";"3/wang";"10";27;1
"53702";1225,71500006597;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"3";"3/GS2";"3";28;0
"53706";926,244999980554;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"pos";"GS";"abstract";"2";"2/men";"7";29;1
"53710";832,985000102781;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"neg";"GS";"abstract";"1";"1/ma";"36";30;0
"53714";561,370000010356;"r9aeuuag1e";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS2";"16";31;1
"53815";5212,18500006944;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"1";"1/CS8";"20";0;1
"53819";1782,32500003651;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS7";"22";1;1
"53823";1815,85000013001;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"4";"4/CS8";"30";2;1
"53827";790,999999968335;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS2";"8";3;0
"53831";1119,57999994047;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"3";"3/CS6";"37";4;1
"53835";1218,74499996193;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"4";"4/CS10";"42";5;1
"53839";1307,47999995947;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"3";"3/CS4";"2";6;1
"53843";937,660000054166;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"neg";"CS";"CS";"1";"1/CS7";"26";7;1
"53847";714,230000041425;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS1";"39";8;1
"53851";647,140000015497;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"2";"2/CS8";"47";9;1
"53855";662,639999995008;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"2";"2/CS7";"14";10;0
"53859";2738,52999997325;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"2";"2/CS10";"24";11;0
"53863";762,899999972433;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"4";"4/CS1";"28";12;0
"53867";811,220000032336;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"3";"3/CS9";"10";13;1
"53871";617,184999864548;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"1";"1/CS4";"33";14;1
"53875";497,749999864027;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"1";"1/CS3";"4";15;1
"53880";523,425000021234;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"4";"4/GS2";"46";16;1
"53884";318,130000028759;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"1";"1/GS1";"44";17;1
"53888";781,734999967739;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"2";"2/GS1";"43";18;0
"53892";466,000000014901;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"1";"1/GS2";"32";19;1
"53896";467,189999995753;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"3";"3/GS2";"25";20;1
"53900";636,489999946207;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"4";"4/GS1";"5";21;0
"53904";476,870000129566;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"2";"2/GS3";"41";22;0
"53908";2466,62000007927;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"pos";"GS";"abstract";"3";"3/wang";"48";23;1
"53912";437,750000040978;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"1";"1/GS3";"35";24;1
"53916";259,48500004597;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"4";"4/GS3";"40";25;1
"53920";2149,59000004455;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"neg";"GS";"abstract";"4";"4/lin";"6";26;1
"53924";537,654999876395;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"pos";"GS";"abstract";"2";"2/men";"21";27;0
"53928";617,300000041723;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"2";"2/GS2";"11";28;0
"53932";414,795000106096;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"3";"3/GS3";"19";29;1
"53936";876,219999976456;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"neg";"GS";"abstract";"1";"1/ma";"29";30;1
"53940";2141,30500005558;"ru82zmccpt";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"3";"3/GS1";"7";31;1
"54123";7625;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS4";"38";0;1
"54127";3363;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS10";"13";1;1
"54131";853,999999999884;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS4";"27";2;1
"54135";713;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS10";"33";3;0
"54139";1606;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS4";"20";4;1
"54143";668,999999999884;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS3";"47";5;0
"54147";1639,99999999988;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS7";"45";6;1
"54151";1448;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS6";"6";7;1
"54155";576,000000000116;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS3";"37";8;0
"54159";683;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS6";"19";9;0
"54163";1400;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS2";"21";10;1
"54167";539;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS10";"32";11;0
"54171";796,999999999884;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS5";"29";12;1
"54175";1475;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS9";"48";13;0
"54179";611;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS2";"3";14;0
"54183";645;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS5";"10";15;0
"54187";912,999999999884;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS4";"9";16;1
"54191";1223,99999999988;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS5";"42";17;1
"54195";427;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS9";"36";18;0
"54199";1073;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS6";"14";19;0
"54203";859;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS1";"34";20;1
"54207";720;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS6";"24";21;0
"54211";1000,99999999988;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS2";"15";22;0
"54215";985,000000000116;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"1";"1/CS1";"40";23;1
"54220";1153;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS2";"22";24;0
"54224";868,000000000116;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS9";"28";25;1
"54228";638;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS1";"4";26;0
"54232";466,999999999884;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"pos";"GS";"abstract";"1";"1/ma";"25";27;0
"54236";589;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS3";"39";28;0
"54240";484;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS1";"41";29;1
"54244";451;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"neg";"GS";"abstract";"4";"4/lin";"16";30;0
"54248";937;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"pos";"GS";"abstract";"2";"2/men";"8";31;1
"54252";1023;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS8";"2";32;1
"54256";493,999999999884;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"1";"1/GS2";"5";33;0
"54260";514,000000000116;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"1";"1/GS1";"35";34;0
"54264";568,000000000116;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS3";"1";35;1
"54268";459,000000000116;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"1";"1/GS3";"46";36;0
"54272";426,000000000116;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS8";"23";37;1
"54276";406,999999999884;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS2";"17";38;0
"54280";992;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS2";"30";39;0
"54284";971;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS3";"11";40;1
"54288";380;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"1";"1/CS7";"18";41;0
"54292";449,999999999884;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS9";"44";42;0
"54296";866;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS1";"26";43;1
"54300";1027;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS3";"31";44;0
"54304";1017;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"1";"1/CS3";"12";45;1
"54308";548;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"neg";"GS";"abstract";"3";"3/wang";"43";46;0
"54312";1060;"rx4ofmsh6m";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS7";"7";47;1
"54446";362,080000020796;"s05vde9xst";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"4";"4/CS9";"28";0;1
"54450";2307,12499999208;"s05vde9xst";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"2";"2/CS9";"5";1;0
"54454";612,294999998994;"s05vde9xst";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"4";"4/CS5";"2";2;1
"54458";970,914999983506;"s05vde9xst";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"1";"1/CS10";"33";3;1
"54462";687,249999988126;"s05vde9xst";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS6";"13";4;0
"54466";723,884999984875;"s05vde9xst";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"3";"3/CS2";"17";5;0
"54470";435,295000002952;"s05vde9xst";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"2";"2/CS10";"27";6;0
"54474";510,125000000698;"s05vde9xst";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"2";"2/CS6";"40";7;0
"54478";464,919999998529;"s05vde9xst";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"3";"3/CS9";"9";8;0
"54482";1283,29500000109;"s05vde9xst";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS7";"12";9;1
"54486";506,889999989653;"s05vde9xst";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"2";"2/CS7";"19";10;0
"54490";415,284999995492;"s05vde9xst";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"3";"3/CS4";"6";11;0
"54494";576,090000016848;"s05vde9xst";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"4";"4/CS7";"24";12;1
"54498";346,664999990026;"s05vde9xst";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS1";"42";13;0
"54502";394,300000014482;"s05vde9xst";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"3";"3/CS6";"25";14;0
"54506";417,900000000373;"s05vde9xst";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"4";"4/CS2";"47";15;1
"54511";228,850000014063;"s05vde9xst";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS1";"11";16;0
"54515";172,255000012228;"s05vde9xst";"one_one";"1";"direct_first";"1";"pos";"GS";"abstract";"4";"4/lin";"48";17;0
"54519";1215,06999997655;"s05vde9xst";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"2";"2/GS1";"3";18;1
"54523";410,189999995055;"s05vde9xst";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"3";"3/GS2";"30";19;0
"54527";435,314999980619;"s05vde9xst";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"4";"4/GS3";"22";20;0
"54531";442,654999991646;"s05vde9xst";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"4";"4/GS1";"1";21;1
"54535";636,050000000978;"s05vde9xst";"one_one";"1";"direct_first";"1";"neg";"GS";"abstract";"2";"2/men";"16";22;1
"54539";842,649999976857;"s05vde9xst";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"3";"3/GS1";"26";23;1
"54543";776,985000004061;"s05vde9xst";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"2";"2/GS3";"20";24;1
"54547";254,775000008522;"s05vde9xst";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS3";"35";25;1
"54551";789,449999982025;"s05vde9xst";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"3";"3/GS3";"23";26;0
"54555";366,500000003725;"s05vde9xst";"one_one";"1";"direct_first";"1";"pos";"GS";"abstract";"3";"3/wang";"45";27;0
"54559";601,364999980433;"s05vde9xst";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"4";"4/GS2";"29";28;1
"54563";369,89000000176;"s05vde9xst";"one_one";"1";"direct_first";"1";"neg";"GS";"abstract";"1";"1/ma";"8";29;1
"54567";513,449999998556;"s05vde9xst";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"2";"2/GS2";"32";30;1
"54571";87,005000008503;"s05vde9xst";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS2";"4";31;0
"55011";3193;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"4";"4/CS10";"15";0;1
"55015";633;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS10";"27";1;1
"55019";516;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"neg";"CS";"CS";"2";"2/CS10";"20";2;0
"55023";1121;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"2";"2/CS4";"38";3;1
"55027";1403;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"pos";"CS";"CS";"4";"4/CS4";"30";4;1
"55031";1639;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"4";"4/CS2";"45";5;0
"55035";1195;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"1";"1/CS4";"48";6;0
"55039";1068;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"neg";"CS";"CS";"1";"1/CS6";"36";7;0
"55043";631;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"3";"3/CS9";"33";8;0
"55047";757;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"1";"1/CS5";"34";9;0
"55051";756;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"3";"3/CS3";"2";10;0
"55055";674;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"4";"4/CS1";"47";11;1
"55059";644;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"3";"3/CS6";"10";12;0
"55063";1157;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"2";"2/CS8";"39";13;0
"55067";974;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"1";"1/CS7";"35";14;0
"55071";974;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"2";"2/CS1";"46";15;0
"55076";941;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"3";"3/GS1";"5";16;1
"55080";654;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"3";"3/GS3";"43";17;0
"55084";2178;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"neg";"GS";"abstract";"1";"1/ma";"29";18;1
"55088";844;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"neg";"GS";"abstract";"2";"2/men";"7";19;0
"55092";696;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"2";"2/GS1";"11";20;0
"55096";602;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"4";"4/GS1";"31";21;1
"55100";1095;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"2";"2/GS3";"40";22;0
"55104";475;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"2";"2/GS2";"22";23;0
"55108";1129;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"3";"3/GS2";"23";24;1
"55112";853;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"1";"1/GS3";"21";25;0
"55116";621;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"1";"1/GS2";"17";26;0
"55120";717;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"4";"4/GS2";"9";27;0
"55124";838;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"4";"4/GS3";"32";28;1
"55128";2107;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"pos";"GS";"abstract";"3";"3/wang";"12";29;1
"55132";1674;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"1";"1/GS1";"42";30;0
"55136";586;"s4nba9xh7n";"one_one";"1";"indirect_first";"0";"pos";"GS";"abstract";"4";"4/lin";"14";31;1
"55303";4233,87499991804;"sd69585ngp";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS10";"24";0;0
"55307";1340,48000001349;"sd69585ngp";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS1";"21";1;1
"55311";1375,07999991067;"sd69585ngp";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"1";"1/CS7";"31";2;1
"55315";705,39000001736;"sd69585ngp";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"4";"4/CS9";"6";3;1
"55319";377,769999904558;"sd69585ngp";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS3";"2";4;1
"55323";879,540000110865;"sd69585ngp";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS5";"16";5;1
"55327";583,540000021458;"sd69585ngp";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS6";"40";6;1
"55331";819,365000119433;"sd69585ngp";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS2";"3";7;1
